Order ID,Product ID,Category,Sub-Category,Product Name
CA-2017-127026,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders
CA-2017-127026,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
CA-2017-127026,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black"
CA-2017-127026,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner
CA-2017-127026,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver"
CA-2017-137085,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders
CA-2016-133123,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
CA-2016-133123,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones
US-2016-128195,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems
CA-2015-153220,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads"
CA-2014-123064,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters
CA-2017-156412,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders
US-2016-144211,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
US-2016-144211,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone
CA-2016-138079,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown"""
CA-2014-143182,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"""
CA-2016-161662,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912
CA-2014-145317,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
CA-2014-145317,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit
CA-2014-145317,OFF-PA-10001804,Office Supplies,Paper,Xerox 195
CA-2014-145317,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
CA-2014-145317,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"""
CA-2014-145317,OFF-FA-10003112,Office Supplies,Fasteners,Staples
CA-2014-145317,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""""
CA-2014-143413,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944
CA-2017-156818,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
CA-2017-155873,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
CA-2017-155873,OFF-PA-10001246,Office Supplies,Paper,Xerox 215
CA-2017-155873,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885
CA-2015-121797,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14"""""
CA-2015-121797,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
US-2015-120572,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
CA-2017-132430,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames
CA-2017-146031,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters
CA-2014-110100,TEC-PH-10004531,Technology,Phones,AT&T CL2909
CA-2015-103723,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
CA-2014-127187,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset
CA-2017-128475,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
CA-2014-100006,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT
CA-2017-144827,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
CA-2014-110030,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock
CA-2014-121286,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips
CA-2014-121286,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor
CA-2016-164735,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers
CA-2014-153479,OFF-LA-10004689,Office Supplies,Labels,Avery 512
CA-2014-153479,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers
CA-2017-149888,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset
CA-2017-149888,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables
CA-2017-119193,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders
CA-2017-119193,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
CA-2017-104801,OFF-AR-10001547,Office Supplies,Art,Newell 311
CA-2017-104801,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
CA-2017-104801,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
CA-2014-107594,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
CA-2014-107594,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils
CA-2015-129770,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper
CA-2015-115798,TEC-PH-10003691,Technology,Phones,BlackBerry Q10
CA-2015-115798,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”"
CA-2015-115798,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase
CA-2015-115798,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
CA-2017-122707,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
CA-2017-122707,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
CA-2016-165015,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope
CA-2014-149244,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"""
CA-2015-140144,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"""
CA-2015-140144,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
CA-2017-163321,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
CA-2014-155887,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base"
US-2015-165449,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive
CA-2015-110247,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
US-2014-141257,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
CA-2014-154669,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers
CA-2014-158029,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools
CA-2015-155306,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
CA-2015-155306,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System
CA-2015-155306,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
CA-2015-155306,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup
CA-2015-155306,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903
CA-2016-127775,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset
CA-2016-146171,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"""
CA-2016-146171,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart 
CA-2014-129574,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
CA-2017-126536,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack
CA-2017-126536,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders
CA-2017-165757,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers
CA-2017-165757,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
CA-2017-165757,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters
CA-2017-167752,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge
CA-2017-167752,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17'' x 22'' Room
US-2015-122140,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
US-2015-122140,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
US-2015-122140,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
CA-2016-163986,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files
CA-2017-158967,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings
CA-2016-131576,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
CA-2017-143455,OFF-PA-10004451,Office Supplies,Paper,Xerox 222
CA-2016-144729,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black"""
CA-2015-127019,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
CA-2015-138534,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
CA-2017-108322,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive
CA-2017-108322,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack
CA-2017-167668,OFF-LA-10004544,Office Supplies,Labels,Avery 505
CA-2017-146724,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
CA-2016-139878,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone
US-2016-106677,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
CA-2016-116974,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s
CA-2015-149972,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
CA-2015-149972,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
US-2014-117744,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
US-2014-117744,OFF-AR-10000940,Office Supplies,Art,Newell 343
US-2014-117744,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock
CA-2014-125514,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
CA-2014-125514,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
CA-2014-125514,OFF-PA-10000029,Office Supplies,Paper,Xerox 224
CA-2014-154599,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED
CA-2014-154599,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone
CA-2014-154599,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
CA-2014-154599,FUR-BO-10001337,Furniture,Bookcases,O''Sullivan Living Dimensions 2-Shelf Bookcases
CA-2017-158743,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
CA-2017-158743,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884
CA-2017-158743,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies
CA-2016-153318,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
US-2015-110163,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons
CA-2017-143329,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
CA-2015-159380,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962
CA-2015-159380,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953
CA-2015-122623,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
CA-2015-148635,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth
CA-2015-148635,OFF-PA-10004782,Office Supplies,Paper,Xerox 228
CA-2015-148635,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
CA-2015-148635,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
CA-2015-135685,OFF-PA-10000157,Office Supplies,Paper,Xerox 191
CA-2015-135685,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
CA-2015-135685,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
CA-2015-135685,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard
CA-2015-135685,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
CA-2015-104626,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
CA-2015-104626,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray"
CA-2015-104626,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats
CA-2015-104626,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart
CA-2016-160500,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs
CA-2016-160500,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables
CA-2017-100202,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1
CA-2017-131016,OFF-AR-10000122,Office Supplies,Art,Newell 314
CA-2017-131016,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers
US-2014-112914,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954
US-2014-112914,FUR-BO-10003272,Furniture,Bookcases,O''Sullivan Living Dimensions 5-Shelf Bookcases
US-2014-112914,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
US-2014-112914,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes
CA-2016-124149,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
CA-2016-124149,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold ''N Roll Cart System
CA-2016-124149,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942
CA-2014-148915,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B"
CA-2014-148915,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset
CA-2017-134649,OFF-AR-10001547,Office Supplies,Art,Newell 311
CA-2017-134649,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets
CA-2017-110842,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
CA-2017-110842,OFF-PA-10000520,Office Supplies,Paper,Xerox 201
CA-2017-110842,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
CA-2016-147368,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone
US-2015-104185,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart 
US-2014-125521,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
US-2017-135062,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
CA-2017-135650,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving
CA-2017-112865,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black
US-2016-162852,FUR-CH-10004853,Furniture,Chairs,"Global Manager''s Adjustable Task Chair, Storm"
CA-2017-138163,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
CA-2017-152093,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
CA-2017-157854,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
CA-2017-157854,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
CA-2016-123617,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco
US-2016-128293,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
CA-2017-107342,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"
CA-2016-136371,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
CA-2016-136371,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown"
CA-2017-137344,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black"
CA-2017-169810,OFF-LA-10003663,Office Supplies,Labels,Avery 498
CA-2016-128594,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
CA-2016-154690,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools
CA-2017-138975,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0
CA-2017-138975,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925
CA-2017-138975,FUR-BO-10004695,Furniture,Bookcases,O''Sullivan 2-Door Barrister Bookcase in Odessa Pine
CA-2017-138975,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
CA-2017-106537,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000
US-2017-103828,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
US-2017-103828,OFF-AP-10004249,Office Supplies,Appliances,Staple holder
US-2017-103828,OFF-AR-10000588,Office Supplies,Art,Newell 345
US-2017-103828,OFF-SU-10000946,Office Supplies,Supplies,Staple remover
CA-2016-115588,OFF-SU-10001225,Office Supplies,Supplies,Staple remover
CA-2016-115588,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers
CA-2017-143861,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps
CA-2014-148040,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951
CA-2014-148040,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat
CA-2017-135167,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
CA-2017-137022,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units
US-2017-102638,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps
US-2016-167339,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair
US-2016-167339,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair
CA-2016-152072,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes
CA-2016-152072,OFF-AR-10001573,Office Supplies,Art,American Pencil
CA-2016-152072,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard
CA-2016-102932,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
CA-2016-102932,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
CA-2014-165540,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs
CA-2016-130799,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke"
CA-2016-164483,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders
US-2016-159856,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair
CA-2017-102099,OFF-AR-10003811,Office Supplies,Art,Newell 327
CA-2017-102099,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996
CA-2017-102099,OFF-PA-10000289,Office Supplies,Paper,Xerox 213
CA-2017-164049,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
CA-2014-142727,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black"
CA-2014-142727,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders
CA-2017-139913,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969
CA-2017-139913,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
CA-2017-139913,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
CA-2017-139913,TEC-PH-10001552,Technology,Phones,I Need''s 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
CA-2014-169033,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers
US-2016-164630,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier
US-2015-114839,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
CA-2015-166464,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier
CA-2015-166464,OFF-LA-10001317,Office Supplies,Labels,Avery 520
CA-2017-124898,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935
CA-2016-164035,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978
CA-2016-153577,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
CA-2016-153577,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
CA-2014-127586,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
CA-2017-121615,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971
CA-2017-121615,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
CA-2017-121615,OFF-LA-10001771,Office Supplies,Labels,Avery 513
CA-2017-166415,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball
CA-2015-118444,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6''"
CA-2014-113929,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope
CA-2014-113929,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener
CA-2014-113929,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
CA-2015-134747,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone
CA-2015-134747,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems'' Combs
CA-2015-134747,TEC-PH-10001750,Technology,Phones,Samsung Rugby III
CA-2017-155047,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"""
CA-2016-160129,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
CA-2016-160129,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
CA-2016-160129,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
CA-2017-164329,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving
US-2015-141453,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
CA-2014-156993,OFF-FA-10003495,Office Supplies,Fasteners,Staples
CA-2014-157721,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
CA-2014-157721,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
CA-2017-128629,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
CA-2017-158106,OFF-AR-10002255,Office Supplies,Art,Newell 346
US-2017-120390,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System
CA-2017-143434,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
CA-2015-168564,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""""
CA-2015-168564,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders
CA-2015-168564,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair
US-2016-169040,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
US-2016-169040,TEC-PH-10002834,Technology,Phones,Google Nexus 5
US-2016-169040,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel ''N'' Seal Padded Mailers
US-2016-169040,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
US-2016-169040,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880
US-2016-169040,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
US-2016-169040,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
CA-2017-155880,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy
CA-2017-155880,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
CA-2017-155880,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
CA-2017-126242,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
CA-2017-126242,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"""
CA-2016-166443,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
CA-2017-169859,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
CA-2017-169859,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
CA-2017-169859,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
CA-2017-134915,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB
CA-2017-134915,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978
CA-2017-134915,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
CA-2017-134915,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
CA-2017-134915,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
CA-2017-134915,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3
CA-2016-153353,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter
