Order ID,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Discount Value,Profit,COGS
US-2016-110156,Standard Class,EH-13945,OFF-ST-10000642,100.704,6,0.2,-20.1408,-16.3644,-96.9276
US-2016-110156,Standard Class,EH-13945,FUR-FU-10000206,2.328,2,0.6,-1.3968,-0.7566,-1.6878
US-2016-110156,Standard Class,EH-13945,OFF-BI-10003676,10.78,5,0.8,-8.624,-17.248,-19.404
US-2016-110156,Standard Class,EH-13945,OFF-FA-10003495,58.368,12,0.2,-11.6736,21.888,-24.8064
US-2016-110156,Standard Class,EH-13945,OFF-EN-10003798,40.968,3,0.2,-8.1936,13.8267,-18.9477
US-2016-110156,Standard Class,EH-13945,TEC-PH-10003589,71.96,5,0.2,-14.392,25.186,-32.382
US-2016-110156,Standard Class,EH-13945,OFF-PA-10004735,10.368,2,0.2,-2.0736,3.6288,-4.6656
US-2016-110156,Standard Class,EH-13945,OFF-BI-10002609,1.192,2,0.8,-0.9536,-2.0264,-2.2648
CA-2017-140585,Second Class,RA-19915,OFF-BI-10003364,46.672,2,0.2,-9.3344,16.3352,-21.0024
CA-2017-140585,Second Class,RA-19915,FUR-BO-10002206,119.833,1,0.15,-17.97495,-12.6882,-114.54625
CA-2017-140585,Second Class,RA-19915,TEC-AC-10003610,119.98,2,0.0,0.0,57.5904,-62.3896
CA-2016-144855,Second Class,DL-13495,OFF-LA-10003766,6.3,2,0.0,0.0,3.024,-3.276
CA-2015-142755,Standard Class,CS-12355,OFF-PA-10001970,279.9,5,0.0,0.0,137.151,-142.749
CA-2015-142755,Standard Class,CS-12355,TEC-AC-10002049,619.95,5,0.0,0.0,111.591,-508.359
CA-2015-142755,Standard Class,CS-12355,OFF-PA-10000141,4.36,2,0.0,0.0,2.0492,-2.3108
CA-2015-142755,Standard Class,CS-12355,OFF-EN-10004459,15.28,2,0.0,0.0,7.4872,-7.7928
US-2014-147627,Standard Class,HL-15040,TEC-PH-10001061,699.93,7,0.0,0.0,181.9818,-517.9482
US-2014-147627,Standard Class,HL-15040,OFF-AR-10002375,22.96,7,0.0,0.0,6.6584,-16.3016
US-2014-147627,Standard Class,HL-15040,FUR-FU-10003194,38.6,4,0.0,0.0,11.58,-27.02
US-2014-147627,Standard Class,HL-15040,OFF-AR-10003811,6.63,3,0.0,0.0,1.7901,-4.8399
US-2014-147627,Standard Class,HL-15040,OFF-EN-10001539,23.34,3,0.0,0.0,10.9698,-12.3702
US-2014-147627,Standard Class,HL-15040,FUR-CH-10002331,1067.94,3,0.0,0.0,224.2674,-843.6726
CA-2015-105970,Standard Class,PA-19060,OFF-AR-10003156,10.16,1,0.0,0.0,2.6416,-7.5184
CA-2015-105970,Standard Class,PA-19060,OFF-EN-10001532,101.88,6,0.0,0.0,50.94,-50.94
CA-2016-112102,Standard Class,BD-11605,FUR-TA-10004086,343.92,4,0.0,0.0,75.6624,-268.2576
CA-2016-112102,Standard Class,BD-11605,OFF-PA-10000100,40.99,1,0.0,0.0,20.0851,-20.9049
CA-2016-112102,Standard Class,BD-11605,OFF-EN-10002500,63.9,5,0.0,0.0,28.755,-35.145
US-2016-114776,First Class,GG-14650,OFF-PA-10004100,19.44,3,0.0,0.0,9.3312,-10.1088
US-2016-134908,Standard Class,JS-15940,OFF-ST-10003479,124.608,4,0.2,-24.9216,-23.364,-123.0504
US-2016-134908,Standard Class,JS-15940,OFF-LA-10000973,7.56,3,0.2,-1.512,2.646,-3.402
US-2016-148803,Same Day,LR-16915,OFF-ST-10001476,85.224,3,0.2,-17.0448,7.4571,-60.7221
CA-2016-152170,Second Class,FH-14275,OFF-EN-10002831,287.52,8,0.0,0.0,129.384,-158.136
CA-2016-152170,Second Class,FH-14275,OFF-AP-10002350,37.68,2,0.0,0.0,10.5504,-27.1296
CA-2016-152170,Second Class,FH-14275,OFF-PA-10001763,19.98,2,0.0,0.0,8.991,-10.989
CA-2016-152170,Second Class,FH-14275,OFF-AR-10003394,20.58,7,0.0,0.0,5.5566,-15.0234
CA-2016-152170,Second Class,FH-14275,OFF-BI-10002072,17.38,2,0.0,0.0,8.69,-8.69
CA-2014-146969,Standard Class,AP-10915,FUR-FU-10004188,204.6,2,0.0,0.0,53.196,-151.404
CA-2014-146969,Standard Class,AP-10915,OFF-FA-10001561,8.72,4,0.0,0.0,2.8776,-5.8424
CA-2014-146969,Standard Class,AP-10915,OFF-PA-10002105,6.48,1,0.0,0.0,3.1104,-3.3696
CA-2014-146969,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,-137.264,223.054,-326.002
CA-2014-146969,Standard Class,AP-10915,OFF-ST-10004340,62.18,1,0.0,0.0,16.7886,-45.3914
CA-2015-112452,Same Day,NC-18340,OFF-AP-10003849,644.076,2,0.1,-64.4076,107.346,-472.3224
CA-2015-112452,Same Day,NC-18340,OFF-FA-10000735,5.84,2,0.0,0.0,2.628,-3.212
CA-2015-112452,Same Day,NC-18340,OFF-BI-10003350,12.76,2,0.0,0.0,5.8696,-6.8904
CA-2015-112452,Same Day,NC-18340,TEC-PH-10000307,10.95,1,0.0,0.0,0.438,-10.512
CA-2015-112452,Same Day,NC-18340,TEC-CO-10004202,599.98,2,0.0,0.0,209.993,-389.987
CA-2015-113971,Standard Class,CB-12535,FUR-FU-10001852,8.352,6,0.2,-1.6704,1.2528,-5.4288
CA-2017-160395,Standard Class,KL-16555,OFF-AR-10003759,3.64,2,0.0,0.0,1.638,-2.002
CA-2017-160395,Standard Class,KL-16555,OFF-BI-10003984,159.768,7,0.2,-31.9536,53.9217,-73.8927
CA-2014-136567,First Class,PS-19045,OFF-ST-10004337,122.48,2,0.0,0.0,0.0,-122.48
CA-2014-136567,First Class,PS-19045,FUR-TA-10001932,2244.48,7,0.0,0.0,493.7856,-1750.6944
CA-2014-136567,First Class,PS-19045,OFF-BI-10003982,62.31,3,0.0,0.0,29.2857,-33.0243
CA-2014-136567,First Class,PS-19045,FUR-TA-10000617,455.1,2,0.0,0.0,100.122,-354.978
CA-2016-149314,Second Class,GB-14530,FUR-CH-10002126,195.184,1,0.2,-39.0368,19.5184,-136.6288
CA-2017-147039,Standard Class,AA-10315,OFF-AP-10000576,362.94,3,0.0,0.0,90.735,-272.205
CA-2017-147039,Standard Class,AA-10315,OFF-BI-10004654,11.54,2,0.0,0.0,5.77,-5.77
CA-2014-126522,Second Class,LT-16765,OFF-AR-10004042,53.94,3,0.0,0.0,15.6426,-38.2974
CA-2014-127964,Standard Class,AP-10720,TEC-PH-10004700,9.99,1,0.0,0.0,4.5954,-5.3946
CA-2014-127964,Standard Class,AP-10720,OFF-BI-10004593,125.76,3,0.2,-25.152,40.872,-59.736
CA-2014-127964,Standard Class,AP-10720,OFF-BI-10003429,25.32,5,0.2,-5.064,9.1785,-11.0775
CA-2014-117709,Standard Class,PM-18940,OFF-BI-10001294,46.8,4,0.0,0.0,21.06,-25.74
CA-2015-125416,Same Day,KC-16540,TEC-AC-10001552,447.93,9,0.0,0.0,49.2723,-398.6577
CA-2017-145226,Second Class,DL-13315,FUR-FU-10004952,109.48,2,0.0,0.0,33.9388,-75.5412
CA-2017-145226,Second Class,DL-13315,OFF-ST-10004123,272.94,3,0.0,0.0,0.0,-272.94
CA-2017-145226,Second Class,DL-13315,OFF-PA-10003172,19.44,3,0.0,0.0,9.3312,-10.1088
CA-2017-145226,Second Class,DL-13315,OFF-ST-10002352,31.92,4,0.0,0.0,8.2992,-23.6208
US-2014-100279,Standard Class,SW-20275,OFF-PA-10002259,22.38,2,0.0,0.0,10.7424,-11.6376
CA-2014-158064,Standard Class,AA-10375,OFF-BI-10002976,16.52,5,0.2,-3.304,5.5755,-7.6405
US-2015-104430,Standard Class,LT-17110,OFF-BI-10000301,5.176,4,0.8,-4.1408,-7.764,-8.7992
CA-2015-132080,First Class,DP-13105,OFF-BI-10003694,50.112,6,0.2,-10.0224,16.2864,-23.8032
CA-2016-161207,Standard Class,AB-10060,OFF-SU-10000381,27.93,3,0.0,0.0,8.0997,-19.8303
CA-2014-120243,Second Class,AT-10435,OFF-LA-10004425,11.56,4,0.0,0.0,5.4332,-6.1268
CA-2016-113621,Standard Class,JE-15745,FUR-CH-10001270,172.5,2,0.0,0.0,51.75,-120.75
CA-2016-113621,Standard Class,JE-15745,TEC-PH-10003931,179.97,3,0.0,0.0,44.9925,-134.9775
CA-2016-168081,Second Class,CA-12055,TEC-AC-10003174,258.696,3,0.2,-51.7392,64.674,-142.2828
CA-2014-128146,Standard Class,DB-13060,TEC-PH-10004539,1322.93,7,0.0,0.0,357.1911,-965.7389
CA-2014-128146,Standard Class,DB-13060,OFF-AR-10001919,3.76,2,0.0,0.0,1.0904,-2.6696
CA-2017-138779,First Class,RB-19570,OFF-EN-10002504,21.744,1,0.2,-4.3488,7.3386,-10.0566
CA-2017-138779,First Class,RB-19570,TEC-PH-10003655,7.92,5,0.2,-1.584,0.693,-5.643
CA-2014-127131,Standard Class,HR-14830,OFF-BI-10004656,12.096,7,0.2,-2.4192,4.2336,-5.4432
CA-2014-127131,Standard Class,HR-14830,OFF-ST-10002344,485.88,6,0.0,0.0,9.7176,-476.1624
CA-2014-127131,Standard Class,HR-14830,OFF-PA-10001800,25.92,4,0.0,0.0,12.4416,-13.4784
CA-2014-127131,Standard Class,HR-14830,OFF-ST-10000036,197.58,2,0.0,0.0,53.3466,-144.2334
CA-2017-117212,Second Class,BT-11530,OFF-AP-10004532,81.92,4,0.0,0.0,22.1184,-59.8016
CA-2017-117212,Second Class,BT-11530,TEC-PH-10004447,889.536,8,0.2,-177.9072,66.7152,-644.9136
CA-2017-117212,Second Class,BT-11530,FUR-CH-10003973,892.224,3,0.2,-178.4448,89.2224,-624.5568
CA-2017-117212,Second Class,BT-11530,OFF-PA-10001970,223.92,4,0.0,0.0,109.7208,-114.1992
CA-2017-117212,Second Class,BT-11530,OFF-PA-10000682,23.12,4,0.0,0.0,11.3288,-11.7912
US-2015-130519,Same Day,NG-18355,OFF-PA-10001937,15.552,3,0.2,-3.1104,5.4432,-6.9984
US-2015-130519,Same Day,NG-18355,FUR-FU-10002268,15.712,4,0.2,-3.1424,2.5532,-10.0164
US-2015-130519,Same Day,NG-18355,OFF-ST-10001321,24.672,2,0.2,-4.9344,2.1588,-17.5788
US-2015-130519,Same Day,NG-18355,FUR-FU-10003394,55.968,1,0.2,-11.1936,-2.0988,-46.8732
CA-2016-130946,Standard Class,ZC-21910,TEC-AC-10001990,431.928,9,0.2,-86.3856,64.7892,-280.7532
CA-2016-130946,Standard Class,ZC-21910,FUR-CH-10004540,95.984,4,0.3,-28.7952,-4.1136,-71.3024
CA-2016-130946,Standard Class,ZC-21910,OFF-BI-10004995,1088.792,4,0.8,-871.0336,-1850.9464,-2068.7048
CA-2016-114727,Standard Class,LS-16945,FUR-CH-10002335,544.008,3,0.2,-108.8016,40.8006,-394.4058
CA-2016-114727,Standard Class,LS-16945,OFF-BI-10004967,1.872,3,0.7,-1.3104,-1.4352,-1.9968
CA-2016-114727,Standard Class,LS-16945,FUR-CH-10002331,854.352,3,0.2,-170.8704,10.6794,-672.8022
CA-2016-114727,Standard Class,LS-16945,OFF-ST-10002292,593.568,2,0.2,-118.7136,0.0,-474.8544
CA-2016-114727,Standard Class,LS-16945,OFF-ST-10000689,338.04,3,0.2,-67.608,-33.804,-304.236
CA-2017-133235,First Class,LH-16750,TEC-PH-10002660,271.96,5,0.2,-54.392,16.9975,-200.5705
CA-2016-137050,Second Class,SW-20755,OFF-ST-10004634,11.21,1,0.0,0.0,3.363,-7.847
CA-2016-137050,Second Class,SW-20755,OFF-BI-10002160,9.144,3,0.2,-1.8288,3.2004,-4.1148
CA-2016-137050,Second Class,SW-20755,OFF-FA-10002988,14.07,7,0.0,0.0,6.8943,-7.1757
CA-2016-137050,Second Class,SW-20755,OFF-AR-10004999,41.86,7,0.0,0.0,10.465,-31.395
CA-2016-137050,Second Class,SW-20755,OFF-BI-10001031,8.544,2,0.2,-1.7088,2.8836,-3.9516
CA-2016-137050,Second Class,SW-20755,FUR-BO-10004695,579.136,4,0.2,-115.8272,21.7176,-441.5912
US-2017-118087,Standard Class,SP-20620,FUR-CH-10004860,141.372,2,0.3,-42.4116,-48.4704,-147.4308
US-2017-118087,Standard Class,SP-20620,OFF-BI-10002432,3.036,2,0.7,-2.1252,-2.3276,-3.2384
US-2017-118087,Standard Class,SP-20620,OFF-BI-10000069,4.503,1,0.7,-3.1521,-3.6024,-4.9533
US-2017-118087,Standard Class,SP-20620,OFF-AR-10003602,4.672,1,0.2,-0.9344,1.5768,-2.1608
US-2017-118087,Standard Class,SP-20620,TEC-AC-10004469,95.88,3,0.2,-19.176,28.764,-47.94
US-2017-118087,Standard Class,SP-20620,FUR-FU-10001867,17.024,2,0.2,-3.4048,1.7024,-11.9168
US-2017-118087,Standard Class,SP-20620,TEC-AC-10003174,258.696,3,0.2,-51.7392,64.674,-142.2828
US-2017-118087,Standard Class,SP-20620,TEC-PH-10002200,1931.958,7,0.4,-772.7832,-386.3916,-1545.5664
CA-2014-110184,Standard Class,BF-11170,OFF-ST-10000107,249.75,9,0.0,0.0,44.955,-204.795
CA-2014-110184,Standard Class,BF-11170,TEC-PH-10000439,255.936,8,0.2,-51.1872,28.7928,-175.956
CA-2016-126004,First Class,BM-11140,FUR-FU-10001602,113.79,3,0.0,0.0,20.4822,-93.3078
CA-2016-126004,First Class,BM-11140,TEC-AC-10001432,78.15,1,0.0,0.0,34.386,-43.764
CA-2016-126004,First Class,BM-11140,OFF-BI-10004656,1.728,1,0.2,-0.3456,0.6048,-0.7776
CA-2016-126004,First Class,BM-11140,OFF-PA-10001685,40.56,4,0.0,0.0,19.8744,-20.6856
CA-2016-126004,First Class,BM-11140,OFF-ST-10001418,182.94,3,0.0,0.0,3.6588,-179.2812
CA-2016-126004,First Class,BM-11140,OFF-ST-10000676,193.86,2,0.0,0.0,11.6316,-182.2284
CA-2017-100013,Standard Class,ZC-21910,OFF-EN-10001219,15.28,2,0.0,0.0,7.4872,-7.7928
CA-2017-100013,Standard Class,ZC-21910,FUR-FU-10001424,8.73,1,0.0,0.0,2.9682,-5.7618
CA-2017-100013,Standard Class,ZC-21910,OFF-AR-10001022,5.68,2,0.0,0.0,1.7608,-3.9192
CA-2015-132570,Second Class,KT-16480,OFF-AR-10000369,2.78,2,0.0,0.0,0.7228,-2.0572
CA-2015-132570,Second Class,KT-16480,OFF-EN-10003055,79.96,2,0.0,0.0,35.982,-43.978
CA-2016-153682,First Class,BG-11695,TEC-CO-10001046,839.988,2,0.4,-335.9952,69.999,-433.9938
CA-2016-144344,Same Day,PG-18820,FUR-FU-10000076,47.952,3,0.2,-9.5904,13.7862,-24.5754
CA-2016-144344,Same Day,PG-18820,OFF-BI-10003719,37.425,5,0.7,-26.1975,-29.94,-41.1675
CA-2016-144344,Same Day,PG-18820,FUR-FU-10003268,63.968,2,0.2,-12.7936,0.0,-51.1744
CA-2016-144344,Same Day,PG-18820,FUR-FU-10003553,165.048,3,0.2,-33.0096,41.262,-90.7764
CA-2014-127012,Standard Class,GM-14680,FUR-FU-10003691,12.35,1,0.0,0.0,5.434,-6.916
CA-2014-127012,Standard Class,GM-14680,OFF-AR-10003903,40.97,1,0.0,0.0,10.6522,-30.3178
CA-2014-127012,Standard Class,GM-14680,OFF-FA-10004854,22.96,2,0.0,0.0,10.7912,-12.1688
CA-2016-128727,Standard Class,MO-17800,TEC-PH-10003442,22.0,4,0.0,0.0,5.5,-16.5
US-2016-162859,Standard Class,PG-18820,OFF-BI-10004519,398.352,3,0.2,-79.6704,124.485,-194.1966
US-2016-162859,Standard Class,PG-18820,OFF-FA-10000304,8.72,4,0.0,0.0,3.5752,-5.1448
CA-2017-133641,Standard Class,EJ-14155,OFF-EN-10004955,48.69,9,0.0,0.0,23.8581,-24.8319
CA-2014-168494,Second Class,NP-18700,FUR-TA-10004619,764.688,6,0.2,-152.9376,95.586,-516.1644
CA-2014-168494,Second Class,NP-18700,FUR-TA-10003473,3610.848,12,0.2,-722.1696,135.4068,-2753.2716
CA-2014-168494,Second Class,NP-18700,FUR-BO-10004467,254.9745,3,0.15,-38.246175,11.9988,-204.729525
CA-2017-115602,Standard Class,DJ-13630,OFF-AR-10002280,38.82,6,0.0,0.0,17.469,-21.351
CA-2017-115602,Standard Class,DJ-13630,FUR-CH-10001708,1141.938,9,0.1,-114.1938,139.5702,-888.174
CA-2017-115602,Standard Class,DJ-13630,OFF-AP-10000891,1704.56,13,0.0,0.0,511.368,-1193.192
CA-2017-115602,Standard Class,DJ-13630,OFF-AR-10000462,3.2,2,0.0,0.0,1.376,-1.824
CA-2015-154956,Standard Class,IM-15070,TEC-PH-10004165,1099.96,4,0.0,0.0,285.9896,-813.9704
CA-2017-144638,Standard Class,MH-18115,OFF-AR-10003958,5.248,2,0.2,-1.0496,0.5904,-3.608
CA-2017-144638,Standard Class,MH-18115,TEC-PH-10000149,35.91,3,0.4,-14.364,-8.379,-29.925
CA-2017-144638,Standard Class,MH-18115,FUR-FU-10003724,6.696,1,0.2,-1.3392,0.5022,-4.8546
CA-2017-144638,Standard Class,MH-18115,FUR-FU-10003535,43.872,2,0.2,-8.7744,11.5164,-23.5812
US-2016-168620,Second Class,RB-19795,OFF-BI-10001575,27.882,3,0.7,-19.5174,-20.4468,-28.8114
US-2016-168620,Second Class,RB-19795,OFF-ST-10003716,540.048,3,0.2,-108.0096,-47.2542,-479.2926
US-2016-168620,Second Class,RB-19795,TEC-AC-10004469,255.68,8,0.2,-51.136,76.704,-127.84
CA-2017-117079,Standard Class,JR-15700,TEC-PH-10004586,863.88,3,0.2,-172.776,107.985,-583.119
US-2016-144393,Standard Class,SM-20950,OFF-BI-10004236,17.616,4,0.7,-12.3312,-14.0928,-19.3776
CA-2017-105053,Second Class,CS-12355,OFF-BI-10001634,17.472,3,0.2,-3.4944,6.3336,-7.644
CA-2016-155992,First Class,CC-12220,TEC-PH-10000215,69.9,2,0.0,0.0,18.873,-51.027
CA-2016-155992,First Class,CC-12220,FUR-FU-10003724,41.85,5,0.0,0.0,10.881,-30.969
CA-2017-110380,Standard Class,PF-19225,OFF-AR-10000422,6.57,3,0.0,0.0,1.7739,-4.7961
US-2014-167738,Standard Class,JC-16105,OFF-ST-10003306,142.86,1,0.0,0.0,41.4294,-101.4306
US-2014-167738,Standard Class,JC-16105,FUR-CH-10001146,292.272,6,0.2,-58.4544,18.267,-215.5506
CA-2017-121412,Standard Class,BG-11695,FUR-FU-10000246,29.328,3,0.2,-5.8656,3.666,-19.7964
CA-2017-100426,Standard Class,DC-12850,OFF-PA-10002870,12.48,2,0.0,0.0,5.616,-6.864
US-2016-103646,Standard Class,SP-20545,OFF-ST-10000563,102.336,4,0.2,-20.4672,-12.792,-94.6608
US-2016-103646,Standard Class,SP-20545,OFF-AP-10004487,48.792,3,0.8,-39.0336,-126.8592,-136.6176
US-2016-103646,Standard Class,SP-20545,OFF-BI-10002854,44.848,8,0.8,-35.8784,-67.272,-76.2416
CA-2016-119186,Same Day,MS-17710,OFF-PA-10004621,10.368,2,0.2,-2.0736,3.6288,-4.6656
CA-2016-119186,Same Day,MS-17710,FUR-CH-10001973,388.43,5,0.3,-116.529,-88.784,-360.685
CA-2016-119186,Same Day,MS-17710,OFF-PA-10004040,14.352,3,0.2,-2.8704,5.2026,-6.279
CA-2016-119186,Same Day,MS-17710,TEC-AC-10000580,63.992,1,0.2,-12.7984,-7.1991,-58.3927
CA-2016-148698,Standard Class,BD-11770,OFF-AR-10004022,86.352,3,0.2,-17.2704,5.397,-63.6846
CA-2014-163293,First Class,KC-16255,TEC-AC-10004209,32.97,3,0.0,0.0,12.8583,-20.1117
CA-2014-163293,First Class,KC-16255,TEC-AC-10000023,83.88,4,0.0,0.0,30.1968,-53.6832
CA-2016-160815,First Class,TR-21325,TEC-PH-10003505,278.4,3,0.0,0.0,80.736,-197.664
CA-2017-122154,First Class,SA-20830,OFF-LA-10000121,15.12,3,0.2,-3.024,4.914,-7.182
CA-2017-122154,First Class,SA-20830,OFF-BI-10002026,17.43,1,0.7,-12.201,-13.363,-18.592
CA-2017-122154,First Class,SA-20830,OFF-PA-10000994,251.64,3,0.2,-50.328,88.074,-113.238
US-2015-149692,Standard Class,KW-16435,OFF-BI-10002813,2.772,7,0.8,-2.2176,-4.851,-5.4054
CA-2016-119445,Standard Class,GM-14500,OFF-ST-10000617,14.9,5,0.0,0.0,1.043,-13.857
CA-2015-124268,Standard Class,AD-10180,OFF-AR-10004817,15.48,3,0.0,0.0,4.4892,-10.9908
CA-2016-154711,Standard Class,TB-21355,FUR-FU-10000397,39.88,2,0.0,0.0,11.1664,-28.7136
CA-2016-154711,Standard Class,TB-21355,OFF-BI-10000605,12.192,4,0.2,-2.4384,4.1148,-5.6388
CA-2016-154711,Standard Class,TB-21355,OFF-AR-10001860,20.82,3,0.0,0.0,7.4952,-13.3248
CA-2016-163384,First Class,CC-12430,OFF-BI-10004970,13.216,4,0.2,-2.6432,4.4604,-6.1124
CA-2016-163384,First Class,CC-12430,OFF-PA-10003172,32.4,5,0.0,0.0,15.552,-16.848
CA-2015-101707,Standard Class,PF-19165,OFF-SU-10001218,32.94,3,0.0,0.0,9.2232,-23.7168
CA-2015-101707,Standard Class,PF-19165,OFF-PA-10002968,114.2,5,0.0,0.0,52.532,-61.668
CA-2015-101707,Standard Class,PF-19165,OFF-LA-10000134,3.08,1,0.0,0.0,1.4784,-1.6016
CA-2015-138898,Standard Class,JH-16180,OFF-AP-10004487,845.728,13,0.2,-169.1456,84.5728,-592.0096
CA-2017-115427,Standard Class,EB-13975,OFF-BI-10002103,13.904,2,0.2,-2.7808,4.5188,-6.6044
CA-2017-115427,Standard Class,EB-13975,OFF-BI-10004632,20.72,2,0.2,-4.144,6.475,-10.101
CA-2016-134425,Second Class,QJ-19255,TEC-PH-10003555,114.95,5,0.0,0.0,2.299,-112.651
CA-2015-121391,First Class,AA-10315,OFF-ST-10001590,26.96,2,0.0,0.0,7.0096,-19.9504
CA-2016-137043,Second Class,LC-17140,FUR-FU-10003664,572.76,6,0.0,0.0,166.1004,-406.6596
CA-2016-137043,Second Class,LC-17140,FUR-FU-10003664,286.38,3,0.0,0.0,83.0502,-203.3298
CA-2015-115847,Second Class,TC-21535,FUR-BO-10003433,61.96,2,0.0,0.0,4.3372,-57.6228
US-2017-126179,Standard Class,CS-12460,FUR-FU-10002554,23.99,1,0.0,0.0,5.5177,-18.4723
US-2017-126179,Standard Class,CS-12460,TEC-PH-10001557,287.97,3,0.0,0.0,77.7519,-210.2181
CA-2016-101966,Second Class,BM-11785,TEC-PH-10003437,419.944,7,0.2,-83.9888,52.493,-283.4622
CA-2016-141397,First Class,RC-19825,OFF-PA-10002986,46.76,7,0.0,0.0,22.4448,-24.3152
CA-2016-141397,First Class,RC-19825,OFF-BI-10000320,17.712,3,0.2,-3.5424,6.4206,-7.749
CA-2016-141397,First Class,RC-19825,OFF-AP-10003971,21.78,2,0.0,0.0,5.6628,-16.1172
CA-2016-141397,First Class,RC-19825,OFF-ST-10001469,161.94,3,0.0,0.0,9.7164,-152.2236
CA-2016-141397,First Class,RC-19825,FUR-CH-10003846,161.568,2,0.2,-32.3136,-8.0784,-137.3328
CA-2016-141082,Standard Class,FM-14380,OFF-LA-10001404,3.69,1,0.0,0.0,1.7343,-1.9557
CA-2016-141082,Standard Class,FM-14380,OFF-LA-10001474,122.12,4,0.0,0.0,56.1752,-65.9448
US-2016-134488,Standard Class,PK-19075,FUR-CH-10003199,155.372,2,0.3,-46.6116,-13.3176,-122.078
CA-2016-145919,Standard Class,HG-14965,OFF-PA-10003072,38.88,6,0.0,0.0,18.6624,-20.2176
CA-2016-145919,Standard Class,HG-14965,FUR-FU-10004960,183.84,8,0.0,0.0,62.5056,-121.3344
CA-2016-145919,Standard Class,HG-14965,OFF-SU-10003505,579.3,5,0.0,0.0,28.965,-550.335
CA-2017-157651,Standard Class,HA-14920,TEC-AC-10003116,14.2,1,0.2,-2.84,3.3725,-7.9875
CA-2014-160773,Standard Class,LW-16825,TEC-PH-10004586,575.92,2,0.2,-115.184,71.99,-388.746
CA-2014-160773,Standard Class,LW-16825,OFF-BI-10000546,5.184,6,0.7,-3.6288,-3.6288,-5.184
CA-2017-167703,Standard Class,MC-17575,OFF-BI-10002071,5.229,3,0.7,-3.6603,-4.1832,-5.7519
CA-2017-167703,Standard Class,MC-17575,OFF-ST-10001490,285.552,2,0.2,-57.1104,35.694,-192.7476
CA-2017-121804,Standard Class,LP-17095,OFF-AP-10004859,72.8,5,0.0,0.0,19.656,-53.144
CA-2017-162635,First Class,EB-14170,OFF-PA-10002659,10.816,4,0.2,-2.1632,3.5152,-5.1376
CA-2014-107153,Standard Class,GZ-14545,OFF-ST-10001321,46.26,3,0.0,0.0,12.4902,-33.7698
US-2014-117058,First Class,LE-16810,OFF-BI-10004139,17.46,6,0.8,-13.968,-30.555,-34.047
CA-2015-120439,Standard Class,AD-10180,FUR-FU-10001867,51.072,6,0.2,-10.2144,5.1072,-35.7504
CA-2016-128258,First Class,CP-12085,OFF-PA-10004156,11.34,1,0.0,0.0,5.5566,-5.7834
CA-2017-106033,Second Class,FG-14260,OFF-AR-10002818,87.92,4,0.0,0.0,26.376,-61.544
CA-2016-142762,Standard Class,LD-17005,FUR-FU-10003691,37.05,3,0.0,0.0,16.302,-20.748
CA-2017-127705,Standard Class,AB-10255,TEC-PH-10000347,2.97,1,0.4,-1.188,-0.6435,-2.4255
CA-2017-127705,Standard Class,AB-10255,OFF-ST-10004507,27.44,2,0.2,-5.488,2.401,-19.551
CA-2014-122567,Standard Class,MN-17935,OFF-BI-10002012,1.08,3,0.8,-0.864,-1.728,-1.944
CA-2014-122567,Standard Class,MN-17935,OFF-AP-10001303,7.96,2,0.8,-6.368,-13.93,-15.522
CA-2014-121664,Standard Class,HP-14815,OFF-BI-10003684,140.736,8,0.2,-28.1472,52.776,-59.8128
CA-2016-122133,Standard Class,JR-15670,OFF-ST-10002574,552.56,4,0.0,0.0,0.0,-552.56
US-2017-123281,Standard Class,JF-15190,FUR-FU-10003724,25.11,3,0.0,0.0,6.5286,-18.5814
CA-2017-100524,Second Class,CM-12115,FUR-FU-10004018,29.78,2,0.0,0.0,8.0406,-21.7394
CA-2017-100524,Second Class,CM-12115,TEC-PH-10002549,677.58,3,0.0,0.0,176.1708,-501.4092
CA-2017-100524,Second Class,CM-12115,OFF-PA-10004911,75.04,8,0.0,0.0,36.0192,-39.0208
CA-2017-113481,First Class,AS-10045,TEC-MA-10002178,695.7,2,0.5,-347.85,-27.828,-375.678
CA-2017-113481,First Class,AS-10045,OFF-BI-10003694,15.66,5,0.7,-10.962,-12.528,-17.226
CA-2017-113481,First Class,AS-10045,OFF-BI-10000474,28.854,6,0.7,-20.1978,-21.1596,-29.8158
CA-2015-131758,Standard Class,KB-16315,OFF-AR-10000411,47.82,3,0.0,0.0,14.346,-33.474
CA-2015-131758,Standard Class,KB-16315,OFF-LA-10000262,13.05,5,0.0,0.0,6.003,-7.047
CA-2014-118339,Standard Class,BN-11515,OFF-AP-10001154,93.78,2,0.0,0.0,36.5742,-57.2058
CA-2014-118339,Standard Class,BN-11515,OFF-PA-10000466,47.18,7,0.0,0.0,23.59,-23.59
CA-2014-118339,Standard Class,BN-11515,OFF-AR-10003829,19.68,6,0.0,0.0,5.7072,-13.9728
CA-2014-118339,Standard Class,BN-11515,OFF-BI-10001758,53.4,10,0.0,0.0,25.098,-28.302
CA-2014-118339,Standard Class,BN-11515,OFF-BI-10000136,35.88,6,0.0,0.0,17.2224,-18.6576
CA-2014-153976,Second Class,BP-11290,FUR-CH-10002880,258.279,3,0.3,-77.4837,-70.1043,-250.8996
